created_at,id,full_text,entities,is_quote_status,retweet_count,favorite_count,possibly_sensitive,keyword,location,hashtags_count,city,province,country,sentiment
Tue Dec 22 17:19:19 +0000 2020,1.34143314672271e+18,"India Today TV took stock of situation in Uttar Pradesh's Barabanki to see how prepared the centres and staff were for Covid-19 vaccination drive
#Barabanki #COVID19","['Barabanki', 'COVID19']",FALSE,3.0,16.0,FALSE,Covid19 vaccine,India,2.0,,,India,neu
Tue Dec 22 16:34:51 +0000 2020,1.3414219559589e+18,"Growing up I heard myths connected to the Tuskegee Experiment. The claim that men were injected with syphilis. In actuality these men were denied treatment (which is awful), but it isn't comparable with the covid19 vaccines that have been made.",[],FALSE,4.0,2.0,FALSE,Covid19 vaccine,"Greensboro, NC",0.0,Greensboro,NC ,United States,neu
Tue Dec 22 17:29:00 +0000 2020,1.34143558274494e+18,". has warned about scammers exploiting the public's interest in the #COVID19 vaccine to harvest personal information and steal money through multiple ongoing and emerging fraud schemes.

#infosec #cybersecurity","['COVID19', 'infosec', 'cybersecurity']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Santa Maria, CA",3.0,Santa Maria,CA,United States,neu
Tue Dec 22 17:28:57 +0000 2020,1.3414355720496e+18,Worrying that scammers have been targeting vulnerable older people pretending to be administering the #COVID19 vaccine.,['COVID19'],TRUE,0.0,0.0,FALSE,Covid19 vaccine,"Warrington, England",1.0,Warrington,,United Kingdom,neg
Tue Dec 22 05:53:46 +0000 2020,1.34126062073852e+18,"My doctor said it could be up to 14 weeks before I am eligible to get the first round of the #COVID19 vaccine. I have cancer and a compromised immune system. Meanwhile, every politician in DC in good health (including those who called the disease a hoax) have been inoculated.",['COVID19'],FALSE,8.0,46.0,,Covid19 vaccine,United States,1.0,,,United States,neg
Tue Dec 22 17:28:44 +0000 2020,1.34143551847158e+18,For months our Senators sat around and argued while Americans hurt. Now they’ve “gifted” us $600 bucks and jumped to the front of the line with the vaccine. Essential workers my ass! #COVID19 #StimulusCheck,"['COVID19', 'StimulusCheck']",FALSE,0.0,0.0,,Covid19 vaccine,"South Carolina, USA",2.0,,SC,United States,neg
Tue Dec 22 16:47:09 +0000 2020,1.34142505094831e+18,Is the data collected by the v-safe #COVID19 vaccine app safe from Russian hackers? That’s an open question with major policy implications. Read how/why in this brief:,['COVID19'],TRUE,4.0,5.0,FALSE,Covid19 vaccine,"Silicon Valley, CA",1.0,Silicon Valley,CA,United States,neu
Tue Dec 22 17:28:33 +0000 2020,1.34143547113046e+18,"Fauci, top U.S. health officials get COVID-19 vaccine: ‘Bring it on’  via  
#Fauci #COVID19","['Fauci', 'COVID19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Houston, TX",2.0,Houston,TX,United States,neu
Sat Dec 19 13:01:26 +0000 2020,1.34028108647202e+18,#Nurseleaders have a powerful voice. Tell us why it is important for you to get the #COVID19 vaccine. Share your #MyWhy.,"['Nurseleaders', 'COVID19', 'MyWhy']",FALSE,1.0,2.0,FALSE,Covid19 vaccine,"Chicago, IL",3.0,Chicago,IL,United States,neu
Tue Dec 22 17:28:29 +0000 2020,1.34143545549824e+18,"What if covid19 was developed to kill off the weakest of us and the vaccine is designed to stop people from reproducing,
Could it be a funked up way of culling the human race and saving the planet. You don't know what the heads of the world plan",[],FALSE,0.0,0.0,,Covid19 vaccine,,0.0,,,,neu
Tue Dec 22 17:01:31 +0000 2020,1.34142866766738e+18,"🚨 Starting tomorrow the Clarksburg VA will begin administering the Moderna #COVID19 vaccine!

More information ⬇️",['COVID19'],FALSE,2.0,2.0,FALSE,Covid19 vaccine,,1.0,,,,pos
Tue Dec 22 14:41:49 +0000 2020,1.34139351065476e+18,"over 300,000 Americans are death due to   wasting time downplaying the dangers of #COVID19 and NOT getting a vaccine sooner

#TrumpVirusDeathToll300K #TrumpIsALaughingStock","['COVID19', 'TrumpVirusDeathToll300K', 'TrumpIsALaughingStock']",FALSE,60.0,357.0,TRUE,Covid19 vaccine,"Chicago, IL",3.0,Chicago,IL,United States,neg
Mon Dec 21 15:52:14 +0000 2020,1.34104884233928e+18,The union govt should make it clear that vaccine for #COVID19 wud be given to ppl for free. Providing correct information at the right time in this regard will shed away confusion among masses about price &amp; availability of vaccine. It is needed for boosting self-confidence of ppl,['COVID19'],FALSE,293.0,1582.0,,Covid19 vaccine,"Rajasthan, India",1.0,Rajasthan,,India,neu
Tue Dec 22 17:27:39 +0000 2020,1.34143524352643e+18,#COVID19 #COVID20 We thought we had a vaccine at last. The Corona virus mutated and found a way to spread faster. Game on. The Darwin principal is playing out during pandemic - survival of the fittest.,"['COVID19', 'COVID20']",FALSE,0.0,1.0,,Covid19 vaccine,Mumbai,2.0,Mumbai,,India,neu
Tue Dec 22 17:27:37 +0000 2020,1.34143523754968e+18,#Covid19 #Vaccine Protocols Reveal That Trials Are Designed To Succeed,"['Covid19', 'Vaccine']",FALSE,0.0,1.0,FALSE,Covid19 vaccine,world,2.0,,,,neu
Tue Dec 22 15:32:41 +0000 2020,1.34140631141051e+18,"Ahead of receiving his #coronavirus #vaccine, Dr. Anthony Fauci, head of  says it's an ""honor"" to be part of the #COVID19 research process:

""What we're seeing now is the culmination of years of research which have led to a phenomenon that has truly been unprecedented""","['coronavirus', 'vaccine', 'COVID19']",FALSE,12.0,36.0,FALSE,Covid19 vaccine,"Washington, DC",3.0,,DC,United States,pos
Mon Dec 14 14:31:12 +0000 2020,1.33849173656229e+18,The #COVID19 vaccine programme is based on the priority groups set out by the independent Joint Committee on Vaccination and Immunisation (JCVI). Watch Professor Wei Shen Lim from  explain who is eligible for Phase 1.,['COVID19'],FALSE,9.0,11.0,FALSE,Covid19 vaccine,Buckinghamshire,1.0,,,,neu
Tue Dec 22 17:26:59 +0000 2020,1.34143507445837e+18,"Only HALF of America, sees #COVID19 #coronavirus as a threat to their health.
MILLIONS see the virus as nothing, but a FLU.
A manager, at a car repair shop was adamant about this belief.
Only half will TAKE the vaccine.
Political.
#StimulusCheck","['COVID19', 'coronavirus', 'StimulusCheck']",FALSE,0.0,0.0,,Covid19 vaccine,"Virginia, USA",3.0,,VA,United States,neu
Tue Dec 22 17:26:44 +0000 2020,1.34143501431624e+18,"Experts say it will probably be spring and possibly summer or even fall before the #vaccine is available to healthy people who are not essential workers or in other high-risk #COVID19 groups. In CO, 33,934 have received their first vaccine.","['vaccine', 'COVID19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Rocky Mountain High, CO",2.0,Rocky Mountain High,CO,United States,neu
Tue Dec 22 17:26:43 +0000 2020,1.34143501101533e+18,"In typing a memo my iPhone just autocorrected the word “#vaccine” with “#bacon”. Not sure what this means, if anything, all I know is I need some bacon now. #COVID19 #CovidVaccine #lunch","['vaccine', 'bacon', 'COVID19', 'CovidVaccine', 'lunch']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Wylie, TX",5.0,Wylie,TX,United States,neu
Tue Dec 22 15:02:08 +0000 2020,1.34139862341899e+18,"Tom Hanks ready to take Covid-19 vaccine publicly – Latest English News | Absolute India News  
 #Covid19",['Covid19'],FALSE,1.0,1.0,FALSE,Covid19 vaccine,India,1.0,,,India,neu
Tue Dec 22 14:19:04 +0000 2020,1.34138778710333e+18,"I’m at the Kentucky Capitol in Frankfort today, where Gov. Andy Beshear and other government officials, including the Republican leaders of the state legislature, are personally getting the #COVID19 vaccine. “These vaccines are a Christmas miracle,” Beshear says.",['COVID19'],FALSE,2.0,13.0,,Covid19 vaccine,"Louisville, KY",1.0,Louisville,KY,United States,pos
Tue Dec 22 17:26:22 +0000 2020,1.34143492226806e+18,Don’t need a vaccine or masks. Need truth about covid19 deception. Let’s open up the country and burn our masks. Let’s not be afraid of the flu (including covid19 flu). American people are deceived by the fake media and politicians. It’s amazing how easy the public is deceived.,[],FALSE,0.0,0.0,,Covid19 vaccine,,0.0,,,,neg
Tue Dec 22 17:26:14 +0000 2020,1.34143488599152e+18,So I’m sitting here watching   they reported that over a million us citizens have received the vaccine but  reported thousands.🤔 #COVID19 #numbers,"['COVID19', 'numbers']",FALSE,0.0,0.0,,Covid19 vaccine,murder mitten,2.0,,,,neg
Tue Dec 22 17:26:11 +0000 2020,1.3414348750863e+18,"Fauci receives COVID-19 vaccine, says he's 'extremely confident' it's safe, effective   #DrFauci  #COVID19","['DrFauci', 'COVID19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,Tx,2.0,,TX,United States,pos
Tue Dec 22 17:26:05 +0000 2020,1.34143485090184e+18,Live look at every #COVID19 denying politician when the vaccine shows up.,['COVID19'],FALSE,1.0,1.0,FALSE,Covid19 vaccine,,1.0,,,,neu
Thu Dec 17 23:07:07 +0000 2020,1.33970873267093e+18,Senior custodian William Wyatt was the first frontline #HealthcareHero at UCSF to receive a #COVID19 vaccine yesterday. William has been cleaning dirty linens in hospital rooms during the pandemic. #UCSFHeroes,"['HealthcareHero', 'COVID19', 'UCSFHeroes']",FALSE,1043.0,9297.0,FALSE,Covid19 vaccine,"San Francisco, CA",3.0,San Francisco,CA,United States,neu
Tue Dec 22 13:37:50 +0000 2020,1.34137741000512e+18,"Final day in 🇬🇪 meeting with President 
✅Urgent action to reduce cancer burden 
✅Clear &amp; Safe vaccine deployment strategy amid #COVID19
✅Pan-European Commission on Health &amp; Sustainable Dev. &amp; increasing investment to #BeatNCDs
#UnitedActionforBetterHealth","['COVID19', 'BeatNCDs', 'UnitedActionforBetterHealth']",FALSE,3.0,13.0,FALSE,Covid19 vaccine,,3.0,,,,neu
Tue Dec 22 17:25:09 +0000 2020,1.34143461642778e+18,"please ask  why is he halting  #ino4800 when it’s the safest data to date of any #COVID19 vaccine. People R dying, more mutations R happening &amp; this amazing life saving vaccine is being Halted?  investigate!","['ino4800', 'COVID19']",TRUE,0.0,0.0,FALSE,Covid19 vaccine,"Chania, Greece",2.0,Chania,,Greece,neg
Tue Dec 22 17:25:08 +0000 2020,1.34143461272828e+18,Last Fall I got the flu vaccine and had symptoms which I believe was Covid19 thru March. I often wondered if there was a correlation.,[],FALSE,0.0,1.0,,Covid19 vaccine,America,0.0,,,United States,neu
Tue Dec 22 17:25:07 +0000 2020,1.34143460623561e+18,"Use #AskDrWatkins to submit questions about the #COVID19 vaccine that will be answered during our Jan. 11 Community Town Hall at 6:30pm. 

Register for the Zoom call here: 

Please help us share this event widely!","['AskDrWatkins', 'COVID19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,Raleigh,2.0,Raleigh,NC,United States,neu
Tue Dec 22 17:24:47 +0000 2020,1.34143452241647e+18,"""Moderna's vaccine, a triumph of medical science, was designed in a single weekend, just two days after Chinese researchers published the virus's genetic code on January 11, 2020"" #COVID19 #Covid_19","['COVID19', 'Covid_19']",FALSE,0.0,1.0,FALSE,Covid19 vaccine,,2.0,,,,neu
Tue Dec 22 17:24:20 +0000 2020,1.34143440953116e+18,"The current #corona vaccine situation in #Deutschland and the #EU. We'll talk about the reasons for the delayed vaccination and what it will look like when they eventually roll it out. Is there a big conspiracy? All this and more in this video: 

#COVID19","['corona', 'Deutschland', 'EU', 'COVID19']",FALSE,0.0,1.0,FALSE,Covid19 vaccine,Germany,4.0,,,Germany,neg
Tue Dec 22 17:24:11 +0000 2020,1.34143437142589e+18,"Creating a #COVID19 #vaccine in less than a year seemed impossible, even for an industry familiar with long odds. I’m proud to join my company,  in recognizing all the volunteers and our colleagues working in #LifeSciences:","['COVID19', 'vaccine', 'LifeSciences']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Hollywood Park, TX",3.0,Hollywood Park,TX,United States,pos
Tue Dec 22 17:24:09 +0000 2020,1.34143436279401e+18,"It's always better than this moderna and pfitzer genetical therapy, researchs prove that ivermectine is better than any vaccine against covid19",[],FALSE,0.0,0.0,,Covid19 vaccine,,0.0,,,,neu
Tue Dec 22 15:30:04 +0000 2020,1.34140565266151e+18,"Back in March, most optimistic predictions had a #COVID19 vaccine arriving 12-18 months. How’d it happen so fast?  and  get into it on this week’s #electoraldysfunction.

Get this week’s episode at  or wherever you get your podcasts.","['COVID19', 'electoraldysfunction']",FALSE,1.0,5.0,FALSE,Covid19 vaccine,NYC-PHL-CLT,2.0,,,,neu
Tue Dec 22 17:24:01 +0000 2020,1.34143432988551e+18,What kind of vaccine scams can we expect? Keep reading. #COVID19 #vaccine #counterfeit,"['COVID19', 'vaccine', 'counterfeit']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,Princeton,3.0,Princeton,NJ,United States,neu
Tue Dec 22 17:23:40 +0000 2020,1.34143423977928e+18,"CDC: NEW COVID STRAIN IN U.K. COULD BE CIRCULATING IN U.S

FT: BIONTECH SAYS IT CAN PRODUCE NEW VACCINE FOR COVID VARIANT IN 6 WEEKS 

Fixed, show must go on 😜

$XBI $IBB $SPY $SPX $PFE $AAPL $AMZN #stocks #coronavirus #covid19","['stocks', 'coronavirus', 'covid19']",FALSE,0.0,0.0,FALSE,Covid19 vaccine,,3.0,,,,neu
Tue Dec 22 17:23:30 +0000 2020,1.34143420011795e+18,"Listen, can we stop dragging politicians through the mud for getting the vaccine early? 
They are partially doing it to encourage their supporters to get vaccinated, too.

#themorethebetter
#pickyourbattles
#covid19","['themorethebetter', 'pickyourbattles', 'covid19']",FALSE,0.0,1.0,,Covid19 vaccine,MN usually; FL if I’m lucky,3.0,,,,neg
Tue Dec 22 17:23:23 +0000 2020,1.34143417103873e+18,"China only had 4000 deaths out of a population of 1.4 billion. All this without a vaccine. Please explain.

#COVID19 has replaced the flu. 

Virtually Zero flu cases this year! Amazing.

#HOAX","['COVID19', 'HOAX']",FALSE,0.0,1.0,,Covid19 vaccine,,2.0,,,,pos
Tue Dec 22 17:22:44 +0000 2020,1.34143400515832e+18,"As part of the first wave of vaccinations, Dr. Johnson was able to get his first #COVID19 #vaccine on Friday! As a frontline provider, this will help protect him and his patients!","['COVID19', 'vaccine']",FALSE,0.0,3.0,FALSE,Covid19 vaccine,"Chicago, IL",2.0,Chicago,IL,United States,pos
Tue Dec 22 17:22:35 +0000 2020,1.34143397072307e+18,Hey  How did your #COVID19 denying ass get the vaccine before people with pre-existing conditions and essential workers? Asking for my friend in a wheelchair who hasn't left her house since March.,['COVID19'],FALSE,0.0,0.0,,Covid19 vaccine,,1.0,,,,neg
Tue Dec 15 11:54:29 +0000 2020,1.33881468577744e+18,"I had headcold for 12 hours, wife bed bound for a week, both had a positive #COVID19 swabs. Turns out I had the #oxfordvaccine -&gt; if you’re offered a vaccine take it! #DocsforVax","['COVID19', 'oxfordvaccine', 'DocsforVax']",FALSE,12.0,208.0,FALSE,Covid19 vaccine,"Nottingham, England",3.0,Nottingham,,United Kingdom,neg
Tue Dec 22 11:08:53 +0000 2020,1.34133992316143e+18,The golden ticket to end lockdowns and border blockades due to #COVID19 outbreaks is a vaccine but the Australian Government insists it will not be rushed. #9News,"['COVID19', '9News']",FALSE,5.0,16.0,FALSE,Covid19 vaccine,Australia,2.0,,,Australia,pos
Tue Dec 22 17:22:15 +0000 2020,1.34143388461401e+18,"NYCSchools: RT  Today we're thrilled to announce our new campaign, NYC Vaccine for All. The safe and effective #COVID19 vaccine will be available to all and will help us end the pandemic. Learn more about the vaccine:",['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,,1.0,,,,pos
Tue Dec 22 17:09:46 +0000 2020,1.34143074158292e+18,No they do not want a cure for covid19 because there are muti billions of dollars in the vaccine development.,[],FALSE,1.0,6.0,,Covid19 vaccine,"Ontario,  Canada",0.0,,ON,CA,neg
Tue Dec 22 17:21:31 +0000 2020,1.34143369921318e+18,What level of Jumanji are we on? I feel like we got a bonus treasure aka the vaccine so that should help us fight against the level we are on. But now there is a new strain that is easier to catch. I am just trying to be mentally prepared for 2021. #COVID19 #jumanji,"['COVID19', 'jumanji']",FALSE,0.0,0.0,,Covid19 vaccine,Fashion Capital ,2.0,,,,pos
Mon Dec 21 17:34:29 +0000 2020,1.34107457769539e+18,"PM Boris Johnson says 'there is no reason to believe the new variant of #COVID19 is anymore dangerous than the existing strain'.

Chief Scientific Adviser, Sir Patrick Vallance adds 'the vaccine should be as effective' on the new variant.

Follow live:",['COVID19'],FALSE,33.0,118.0,FALSE,Covid19 vaccine,"London, UK",1.0,London,,United Kingdom,neu
Tue Dec 22 17:21:22 +0000 2020,1.34143366173698e+18,"If you voted Republican, they ARE coming for you. The media will demand a purge. Republicans can run, but they can not hide. Harris will find you and you will pay.

Kamala Harris in favor of Republicans getting vaccine after downplaying COVID-19  via",[],FALSE,0.0,0.0,FALSE,Covid19 vaccine,,0.0,,,,neg
Tue Dec 22 11:59:49 +0000 2020,1.34135274287972e+18,"Right wingers in U.S. UK &amp; across the World 🌎 just don't give a f**k #Hypocrisy 

Pro-Trump senator branded a ‘disgrace’ for receiving the vaccine after claiming Covid deaths were a hoax #JoniErnst #COVID19
 #Trump #vaccine #vaccination #CoronavirusGT","['Hypocrisy', 'JoniErnst', 'COVID19', 'Trump', 'vaccine', 'vaccination', 'CoronavirusGT']",FALSE,5.0,3.0,FALSE,Covid19 vaccine,"Bristol, England",7.0,Bristol,,United Kingdom,neg
Tue Dec 22 17:21:16 +0000 2020,1.34143363702004e+18,nycgov: RT  Get up to the minute information on the #COVID19 vaccine in New York City at,['COVID19'],TRUE,0.0,0.0,FALSE,Covid19 vaccine,"Beach 37th Street, New York",1.0,,NY,United States,neu
Tue Dec 22 17:21:15 +0000 2020,1.34143363352617e+18,"nycgov: We're already getting New Yorkers vaccinated at twice the rate of the national average. Our new Vaccine For All campaign will help us go even further. The #COVID19 vaccine is safe, effective and free.",['COVID19'],FALSE,0.0,0.0,FALSE,Covid19 vaccine,"Beach 37th Street, New York",1.0,Queens,NY,United States,neu
Tue Dec 22 17:21:12 +0000 2020,1.34143362201702e+18,This is wonderful to see. As the #COVID19 vaccine rolls out in the US - and we continue to wear masks and follow social distancing guidelines - we can start moving on from the pandemic.,['COVID19'],TRUE,0.0,1.0,FALSE,Covid19 vaccine,"Baltimore, MD",1.0,Baltimore,MD,United States,pos
Tue Dec 22 17:20:40 +0000 2020,1.34143348668778e+18,"#FDA data confirms safety and effectiveness of Moderna's #COVID19 vaccine, clearing way for emergency use.

#FDA is one of the most corrupted organizations on Earth. FDA, like USDA &amp; CDC, cannot ever be trusted.

#NeverForget 

Message by #Cagsil","['FDA', 'COVID19', 'FDA', 'NeverForget', 'Cagsil']",FALSE,1.0,1.0,FALSE,Covid19 vaccine,USA,5.0,,,United States,neg
Tue Dec 22 17:20:20 +0000 2020,1.34143340386708e+18,Covid-19 vaccine shot no.1 down. Didn't even feel it. #COVID19 #CovidVaccine #Pfizervaccine,"['COVID19', 'CovidVaccine', 'Pfizervaccine']",FALSE,0.0,2.0,,Covid19 vaccine,,3.0,,,,neu
Tue Dec 22 14:09:24 +0000 2020,1.34138535271671e+18,"After getting the #COVID19 vaccine  yesterday, Maneesha Bangar MD, an attending #criticalcare medicine physician felt a renewed sense of strength and confidence to keep working on the frontlines.
""Even my kids said, 'Yay! Mommy is now protected!'"" 
#GetVaccinated","['COVID19', 'criticalcare', 'GetVaccinated']",FALSE,1.0,17.0,FALSE,Covid19 vaccine,"Bronx, NY",3.0,Bronx,NY,United States,pos
Tue Dec 22 16:46:36 +0000 2020,1.34142491190306e+18,"Kalamazoo County holds its first #COVID19 #Vaccine clinic.  will join us #live from the Expo Center. 

Plus  Tuesday forecast. We will see you at noon on","['COVID19', 'Vaccine', 'live']",FALSE,2.0,6.0,FALSE,Covid19 vaccine,"Kalamazoo-Grand Rapids, MI 📍",3.0,Grand Rapids,MI,United States,neu
Tue Dec 22 17:20:04 +0000 2020,1.34143333401508e+18,"Trump &amp; his administration downplayed #COVID19 #coronavirus
Trump said, masks were voluntary &amp; he wouldn't wear one.
Mike Pence didn't wear a mask AT FIRST
Now, people expect MAGA to take the VACCINE?
#StimulusChecks","['COVID19', 'coronavirus', 'StimulusChecks']",FALSE,0.0,0.0,,Covid19 vaccine,"Virginia, USA",3.0,,VA,United States,neg
Tue Dec 22 16:53:23 +0000 2020,1.34142661953005e+18,No one has been able to answer why second dose of Moderna causes such high grade 3 adverse reactions.  In fact I’m not even sure the advisory committee bothered to ask. #covid19 #vaccine,"['covid19', 'vaccine']",FALSE,7.0,15.0,,Covid19 vaccine,,2.0,,,,neg
Tue Dec 22 12:55:25 +0000 2020,1.34136673582014e+18,German pharmaceutical company BioNTech is confident that its #COVID19 vaccine works against the new U.K. variant but further studies are needed to be certain. #9News,"['COVID19', '9News']",FALSE,4.0,10.0,FALSE,Covid19 vaccine,Australia,2.0,,,Australia,neu
Tue Dec 22 17:11:48 +0000 2020,1.34143125426529e+18,"Watch today's live press conference at 4 p.m. EST where we will discuss the latest #COVID19 numbers in the commonwealth, as well as my experience receiving the vaccine with other state leaders. 

Watch via  or  for closed captions.",['COVID19'],FALSE,3.0,28.0,FALSE,Covid19 vaccine,"Frankfort, Kentucky",1.0,Frankfort,KY,United States,neu
Tue Dec 22 15:39:31 +0000 2020,1.34140803139392e+18,"very little nuance on the difference between the AstraZeneca and Pfizer and Moderna vaccines

Although all called vaccines, the AStraZeneca one is a conventional vaccine whereas the others use mRNA, an new technology. understable why not everyone wants to be in the first round",[],FALSE,0.0,0.0,,astrazeneca,51°N 0°W,0.0,London,,United Kingdom,neu
Tue Dec 22 15:38:57 +0000 2020,1.34140788756283e+18,   Chief Operating Officer of  has led on sustainabilty with   Great if she could  put in a word with Cambridge business leader AZ &amp; UK Leaders Network  for saving UK endangered  chalk streams &amp; River Cam. ,[],FALSE,2.0,2.0,FALSE,astrazeneca,,0.0,,,,neu
Tue Dec 22 15:37:01 +0000 2020,1.34140740075093e+18,"   “AstraZeneca/Oxford vaccine is not based on mRNA, a cousin of DNA. Instead, researchers . . started with a weakened version of an adenovirus that causes colds in chimpanzees. . To fight the coronavirus, the chimp virus was engineered to infect, but not replicate in, human cells.”",[],FALSE,0.0,0.0,,astrazeneca,,0.0,,,,neu
Tue Dec 22 15:33:42 +0000 2020,1.34140656659194e+18,"Any news on the 
Oxford/AstraZeneca vaccine?",[],FALSE,0.0,0.0,,astrazeneca,UK,0.0,,,United Kingdom,neu
Tue Dec 22 15:32:10 +0000 2020,1.34140618296836e+18,"  If you read up on the results of the Pfizer vs Moderns vs AstraZeneca trials, you will prefer the Moderna vaccine.",[],FALSE,0.0,11.0,,astrazeneca,,0.0,,,,neu
Tue Dec 22 15:31:31 +0000 2020,1.34140601993574e+18,Interesting and concerning. Germany (like UK) very dependent on Astrazeneca (about which this article is not very positive). But main conclusion is EU has failed to order enough of Pfizer and Moderna. ,[],TRUE,12.0,23.0,FALSE,astrazeneca,,0.0,,,,neg
Tue Dec 22 15:30:45 +0000 2020,1.34140582495515e+18,"BBC News - Oxford/AstraZeneca Covid vaccine clinics to be set up in Wales
 11,000.  out of Half a million. The Welsh government should be ashamed of themselves, the Welsh government should resign.",[],FALSE,0.0,0.0,FALSE,astrazeneca,,0.0,,,,neg
Tue Dec 22 15:28:22 +0000 2020,1.34140522611757e+18,"AstraZeneca/Oxford are selling it to all buyers for between $2-3, so it's not down to our governments negotiation skills, unfortunately 😂",[],FALSE,0.0,1.0,,astrazeneca,"Basingstoke, England",0.0,Basingstoke,,England,neu
Tue Dec 22 15:21:37 +0000 2020,1.34140352549507e+18," My neice works for AstraZeneca, I'll have a word 😉",[],FALSE,0.0,1.0,,astrazeneca,,0.0,,,,neu
Tue Dec 22 15:20:04 +0000 2020,1.3414031378575e+18,Putin lauds AstraZeneca as it signs vaccine tie-up deal with Russia  ,[],FALSE,0.0,0.0,FALSE,astrazeneca,"Michigan, USA",0.0,,MI,United States,neu
Tue Dec 22 15:20:04 +0000 2020,1.34140313654469e+18,"AstraZeneca’s New Data Shows Breztri Aerosphere Better for All Seasons. 

#COPD #chronicillness #chronicpain #breathe #lungs #health #wellness #treatment #pain #chronic #disorder #COPDawareness #pulmonary #lungdisease #fightCOPD ","['COPD', 'chronicillness', 'chronicpain', 'breathe', 'lungs', 'health', 'wellness', 'treatment', 'pain', 'chronic', 'disorder', 'COPDawareness', 'pulmonary', 'lungdisease', 'fightCOPD']",FALSE,1.0,0.0,FALSE,astrazeneca,,15.0,,,,pos
Tue Dec 22 15:17:04 +0000 2020,1.34140237992581e+18,Amgen-AstraZeneca Experimental Asthma Drug Surprisingly Flops in Phase III  ,[],FALSE,0.0,0.0,FALSE,astrazeneca,"California, USA",0.0,,CA,United States,neg
Tue Dec 22 15:16:56 +0000 2020,1.34140234739479e+18,"The highest risk I had so far. I'm at the lobby for 1h closed space waiting for a car service. Age avg is 50, 10 people, one without mask. We're allowed to eat and drink.

Time to test AstraZeneca effectiveness, I guess. Wish me luck",[],FALSE,0.0,25.0,,astrazeneca,"Indianapolis, IN",0.0,Indianapolis,IN,United States,neu
Tue Dec 22 15:07:05 +0000 2020,1.34139986774743e+18,I Am A Participant In AstraZeneca's COVID Vaccine Trial ,[],FALSE,0.0,0.0,FALSE,astrazeneca,"California, USA",0.0,,CA,United States,neu
Tue Dec 22 15:06:01 +0000 2020,1.34139959897635e+18,How the world went from no COVD vaccines to two in under a year  #operationwarpspeed #edwardjenner #astrazeneca #cdc,"['operationwarpspeed', 'edwardjenner', 'astrazeneca', 'cdc']",FALSE,0.0,1.0,FALSE,astrazeneca,,4.0,,,,neu
Tue Dec 22 15:05:59 +0000 2020,1.34139959165315e+18,"• #India, #Vietnam sign key agreements at virtual summit
• #Russia, #AstraZeneca sign agreement to test combination of COVID-19 vaccines
• #Lebanon passes landmark sexual harassment law

A bite-sized review of events from around the world!","['India', 'Vietnam', 'Russia', 'AstraZeneca', 'Lebanon']",FALSE,1.0,3.0,FALSE,astrazeneca,"Mumbai, India",5.0,Mumbai,,India,neu
Tue Dec 22 14:59:40 +0000 2020,1.3413980026285e+18,"          No I'm not a Dr but I'm way smarter than y'all.   I'm cocky because ppl have been so rude to me, but still really just looking out. ",[],FALSE,0.0,0.0,FALSE,astrazeneca,Tampa Bay,0.0,Tampa Bay,FL,United States,neg
Tue Dec 22 14:56:43 +0000 2020,1.34139726186409e+18,  I can't believe how amazingly stupid  and co are ⬇️They've done nothing for shareholders really.  I couldn't hold a pharma stock as it is now and look GoD in the eye.  Such a simple fix if you read   ,[],FALSE,0.0,0.0,FALSE,astrazeneca,Tampa Bay,0.0,Tampa Bay,FL,United States,neg
Tue Dec 22 14:55:06 +0000 2020,1.34139685385896e+18,     AstraZeneca is testing a vaccine in Russia.,[],FALSE,0.0,0.0,,astrazeneca,,0.0,,,,neu
Tue Dec 22 14:53:35 +0000 2020,1.34139647189629e+18,"University vaccine is the most popular so far, with over 2.5 billion doses sold. The academic institution, together with AstraZeneca, is doling out 500 million vaccines each to India and the U.S., as well as 400 million to the European Union.

Novavax, the second highest seller",[],FALSE,0.0,0.0,,astrazeneca,The City of Big Shoulders.,0.0,,,,neu
Tue Dec 22 14:52:46 +0000 2020,1.34139626728138e+18,"#AZN #AstraZeneca : 6.3% #profit in our downtrend view 
#shares #stocks #equities #investors #investments #CFD #trading #TradingView #StockTrading #stocktwits #markets 

Subscribe now to our exclusive trading global stocks signals","['AZN', 'AstraZeneca', 'profit', 'shares', 'stocks', 'equities', 'investors', 'investments', 'CFD', 'trading', 'TradingView', 'StockTrading', 'stocktwits', 'markets']",FALSE,0.0,0.0,FALSE,astrazeneca,,14.0,,,,neu
Tue Dec 22 14:46:28 +0000 2020,1.34139468251811e+18,received a request of the group of four countries to the Commission to take over the contract and finalise it on behalf of all Member States. There will be no other contract for advance purchase of COVID-19 vaccines between AstraZeneca and EU Member States,[],FALSE,0.0,1.0,FALSE,astrazeneca,Cabaret Voltaire,0.0,,,,neu
